"source_repository","source_path","disposition","logical_path","canonical_path","sha256"
"OT-detection-program","02-detection/historian/sif_trip_limits.csv","included","02-detection/historian/sif_trip_limits.csv","02-detection/historian/sif_trip_limits.csv","ec26e0bbf78f03facd1e6f3ac7505c7051682553cac0ae7eae35e312133757c3"
"OT-detection-program","02-detection/nozomi/assertion-queries.md","included","02-detection/nozomi/assertion-queries.md","02-detection/nozomi/assertion-queries.md","3939d1841f336d637249943ec1b3461057ed6c81fc3f17554d3c93a799498f2e"
"OT-detection-program","02-detection/nozomi/internet-exposed-device.n2ql","included","02-detection/nozomi/internet-exposed-device.n2ql","02-detection/nozomi/internet-exposed-device.n2ql","343e4d871f89a7e01dd6a38b36eb318cc3884f108a9a867a577f27a0408539ce"
"OT-detection-program","02-detection/nozomi/malware-smb-transfer.n2ql","included","02-detection/nozomi/malware-smb-transfer.n2ql","02-detection/nozomi/malware-smb-transfer.n2ql","74cfc5121ef15d026b5b5d9cb5f1d2d96810d133ba2622b851535bcbd92f7b64"
"OT-detection-program","02-detection/nozomi/n2ql-reference.md","included","02-detection/nozomi/n2ql-reference.md","02-detection/nozomi/n2ql-reference.md","ad9ed051e451eeae79415746edbb21e390a24f1c60d5b75fcda72db7c0cf2764"
"OT-detection-program","02-detection/nozomi/new-node-critical-zone.n2ql","included","02-detection/nozomi/new-node-critical-zone.n2ql","02-detection/nozomi/new-node-critical-zone.n2ql","bd07c1ea255c133c9c7c700635ee3a3699e7eae3ca4129f94f92c8445401379e"
"OT-detection-program","02-detection/nozomi/queries-catalog.csv","included","02-detection/nozomi/queries-catalog.csv","02-detection/nozomi/queries-catalog.csv","f91030a2383a6d389943949873c1a871d8d7aee6a48a5edb59f0eb6f4914a9be"
"OT-detection-program","02-detection/nozomi/README.md","included","02-detection/nozomi/README.md","02-detection/nozomi/README.md","15c6db9ee0226ed9909c34ef8cc91a9d52db4037f19baa6166b015944284cb8d"
"OT-detection-program","02-detection/queries/sentinel/OTD-0001__external-remote-services-abuse-into-ot-dmz.kql","included","02-detection/queries/sentinel/OTD-0001__external-remote-services-abuse-into-ot-dmz.kql","02-detection/queries/sentinel/OTD-0001__external-remote-services-abuse-into-ot-dmz.kql","faad31e19d2101d0a0264e72eedef75476e8c56e244021b02b720b225f504d30"
"OT-detection-program","02-detection/queries/sentinel/OTD-0002__internet-accessible-ics-device-exposure.kql","included","02-detection/queries/sentinel/OTD-0002__internet-accessible-ics-device-exposure.kql","02-detection/queries/sentinel/OTD-0002__internet-accessible-ics-device-exposure.kql","91454dd139330c024c4d20dbabb5847f1cdf3256d9a6cde87a0bc8d7431904d3"
"OT-detection-program","02-detection/queries/sentinel/OTD-0003__unauthorized-modbus-write-to-coils-registers.kql","included","02-detection/queries/sentinel/OTD-0003__unauthorized-modbus-write-to-coils-registers.kql","02-detection/queries/sentinel/OTD-0003__unauthorized-modbus-write-to-coils-registers.kql","2be1bab1180ad23203522b72116470d69c586bc8370b7d4a2340a1e38e34e85c"
"OT-detection-program","02-detection/queries/sentinel/OTD-0004__modbus-fc08-diagnostic-restart-listen-only.kql","included","02-detection/queries/sentinel/OTD-0004__modbus-fc08-diagnostic-restart-listen-only.kql","02-detection/queries/sentinel/OTD-0004__modbus-fc08-diagnostic-restart-listen-only.kql","c13e9e252d7e9291b5949246d57ee4153cfd51fa923cadd5b0c475b15efc3ad3"
"OT-detection-program","02-detection/queries/sentinel/OTD-0005__s7comm-stop-cpu-command.kql","included","02-detection/queries/sentinel/OTD-0005__s7comm-stop-cpu-command.kql","02-detection/queries/sentinel/OTD-0005__s7comm-stop-cpu-command.kql","7d737f32f644b92f97ba6b1ac496fd680bf65610a0379448f43f99a532caa6c0"
"OT-detection-program","02-detection/queries/sentinel/OTD-0006__s7comm-program-logic-download-to-plc.kql","included","02-detection/queries/sentinel/OTD-0006__s7comm-program-logic-download-to-plc.kql","02-detection/queries/sentinel/OTD-0006__s7comm-program-logic-download-to-plc.kql","f4bbae01260340a9f14c6f103d0f4edb218aeb5b53649dbcb7e1525e05f4a124"
"OT-detection-program","02-detection/queries/sentinel/OTD-0007__dnp3-cold-warm-restart-function.kql","included","02-detection/queries/sentinel/OTD-0007__dnp3-cold-warm-restart-function.kql","02-detection/queries/sentinel/OTD-0007__dnp3-cold-warm-restart-function.kql","57bcf94668d6a5709cd80481ad40286e5fa305c8ab88dd4e089cde71fe19eafc"
"OT-detection-program","02-detection/queries/sentinel/OTD-0008__dnp3-disable-unsolicited-responses.kql","included","02-detection/queries/sentinel/OTD-0008__dnp3-disable-unsolicited-responses.kql","02-detection/queries/sentinel/OTD-0008__dnp3-disable-unsolicited-responses.kql","c76a0f576a40078fb07a34a1b669d6c57967cd21aaa206664654efde53ce6988"
"OT-detection-program","02-detection/queries/sentinel/OTD-0009__iec-104-unauthorized-control-from-non-ews.kql","included","02-detection/queries/sentinel/OTD-0009__iec-104-unauthorized-control-from-non-ews.kql","02-detection/queries/sentinel/OTD-0009__iec-104-unauthorized-control-from-non-ews.kql","fdbc64e517c8a98577f23b8c6fff96c7ae8ff36326d1df71028f7198ef73c54a"
